Timestep,Auditory_Position,Visual_Position,Causal_Structure,Boundary_Std,Common_Source_Position,Prob_Common,Noise_Std,Signal_Noise_Std,Initial_Bound_Std,Azimuth_Min,Azimuth_Max,Starting_Position
1266,-1.0381789423271606,-0.39505593749547874,false,1.0,0.13094792785115716,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1267,-1.5682480171187874,0.39619235367738764,false,1.0,1.545093596738312,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1268,1.5020585283735766,0.9372241648235642,true,1.0,1.6040468264250716,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1269,2.043394834873519,1.4755562866522136,false,1.0,1.6520227452897194,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1270,0.5926683638363208,-0.5183174075139579,true,1.0,-0.04502555806255093,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1271,1.2625431295269303,-0.7761967270225978,false,1.0,-1.0480064774394544,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1272,0.0373282329157274,-3.635143196630076,false,1.0,-2.5444817858075477,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1273,-4.495908845127995,-9.805665740552978,false,1.0,-5.570882357101154,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1274,-4.805067217402849,-4.317878312247279,true,1.0,-4.321366983035516,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1275,-3.144290457910108,-2.0917526047352895,true,1.0,-2.892554805306375,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1276,-3.1613424238770467,-1.577157095212706,false,1.0,-2.4064460364339064,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1277,-4.7994128045193065,-2.999539816452468,false,1.0,-1.674048516144087,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1278,-5.384554928769657,-3.907853113112135,true,1.0,-4.834885790453622,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1279,-4.245106037013099,-4.165507021246477,true,1.0,-4.191350172724434,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1280,-5.306778382586532,-4.060110822954975,false,1.0,-4.638800753607816,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1281,-3.0002485097614877,-6.328644235646749,false,1.0,-3.9466554519143786,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1282,-6.189226995078998,-7.269683361153345,false,1.0,-3.521361082127596,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1283,-5.04407514523559,-4.109673967539791,false,1.0,-2.1206145310345432,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1284,-1.698029291601669,-2.2119354860507032,false,1.0,-2.9977948640130068,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1285,-2.1288661994589377,-1.9629321595370859,true,1.0,-1.8559528206664728,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1286,-3.260946528170346,-2.9569232689227767,true,1.0,-3.1384501114882357,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1287,-6.607039542171216,-6.459408829962318,true,1.0,-6.373245715852391,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1288,-8.299090388572688,-4.205872081752906,false,1.0,-7.028789159684419,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1289,-7.6849838287417445,-5.793516154664427,true,1.0,-6.361908702092898,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1290,-10.179507875566594,-9.149248135533163,false,1.0,-6.931270668497404,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1291,-10.164284493188415,-8.480765568441578,false,1.0,-8.582182544557428,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1292,-5.757954771238961,-6.795361964367321,false,1.0,-7.4328866204672694,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1293,-8.349989467781546,-10.642976168129517,false,1.0,-8.92244972721747,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1294,-5.5202070166948065,-12.252524566685823,false,1.0,-9.582675216439668,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1295,-8.370599072462364,-9.032973762841536,false,1.0,-8.679165503712786,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1296,-6.768957501329089,-7.703443480649145,true,1.0,-6.57843705887751,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1297,-7.894227763002877,-7.496201047657515,true,1.0,-8.231498316398499,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1298,-11.134852049608687,-10.054925402430273,true,1.0,-10.995238842680621,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1299,-11.67001381730268,-11.066641366806312,true,1.0,-11.475151529201598,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1300,-12.471052295218504,-11.929596993246836,true,1.0,-11.542987561365377,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1301,-1.4570731774634704,-4.865645432231431,false,1.0,-4.0047306040252595,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1302,-3.940689544780316,-3.8399194436105755,false,1.0,-2.4241453857530715,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1303,-4.221056734866753,-4.200187688174207,false,1.0,-1.5822229021692915,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1304,-1.5818343839170348,2.144532766350519,false,1.0,1.655002383232239,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1305,1.3886891835442348,4.223634470602224,false,1.0,1.6144604090139212,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1306,1.9225912017784403,2.815003554502989,true,1.0,2.8768662730795977,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1307,4.734735352252533,2.866239148741229,false,1.0,3.457554150590165,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1308,4.803887885880923,9.294521508423326,false,1.0,7.78221537682375,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1309,7.598679532484515,8.132134482092882,false,1.0,8.910540437256412,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1310,13.651658156312735,10.835761933511703,false,1.0,11.348847107510954,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1311,11.20183790145865,11.377018517993697,true,1.0,11.508209946341912,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1312,13.061400982735982,13.158851968064852,false,1.0,11.337354012170369,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1313,11.256417415145942,10.203174122453323,false,1.0,10.319267494745368,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1314,9.493724978275202,10.128233026406619,false,1.0,9.78185325765525,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1315,9.116554598058412,8.74739959847378,false,1.0,11.192559032369804,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1316,7.586469694682701,10.478399712935682,false,1.0,9.712622646159327,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1317,4.778347163001273,10.907811579935812,false,1.0,10.265070985991576,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1318,13.872237784033477,7.385450574291782,false,1.0,12.832882672870571,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1319,13.109528912300759,14.080795601230708,true,1.0,13.318662997955675,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1320,8.918830448142915,9.19853356573767,true,1.0,9.155081945697226,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1321,8.942835758430872,8.664585547128832,false,1.0,9.95385775806866,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1322,12.3977012403031,12.320206687533783,false,1.0,11.550934672475613,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1323,7.667770062700412,8.703037337337156,true,1.0,7.845002078084734,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1324,6.655940903406138,9.23639529999975,false,1.0,9.15863892681661,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1325,4.078470974281426,3.8031723062306693,false,1.0,5.944059977996269,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1326,4.02086110446866,0.7556643575062364,false,1.0,2.45232123639716,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1327,1.502922834887042,3.537866471449068,false,1.0,2.105112377272026,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1328,7.530527274872392,6.353167922675286,true,1.0,6.953772571087319,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1329,5.881154593962063,9.979610691818912,false,1.0,8.633741904939692,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1330,11.193645106042164,9.517111556620522,false,1.0,9.302537626065563,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1331,11.183885148993788,7.956440890967839,false,1.0,9.25982277008313,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1332,14.697031918575494,11.901377121018765,false,1.0,8.72035006137074,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1333,10.174294670305063,7.827309401892097,false,1.0,7.991207885599966,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1334,4.986378315382056,8.120518578516355,false,1.0,9.219582936548157,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1335,11.61361217750572,11.921170075783113,false,1.0,9.563242898212682,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1336,3.7932644756032636,1.1383682080445894,false,1.0,4.602177833117897,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1337,4.276077145191128,6.154021540524724,false,1.0,5.204970373082559,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1338,2.604907389124951,2.2140259028922427,true,1.0,2.3702864292114523,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1339,-0.6788610889407817,2.5419656507071076,false,1.0,3.133901424188146,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1340,5.312925904734673,5.08018009017353,true,1.0,4.9273862902872,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1341,5.990618868714205,6.093710425713859,false,1.0,4.549392885900402,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1342,4.964131180642921,5.693459534468702,true,1.0,5.5967216760172835,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1343,8.312191079619609,4.649540136455895,false,1.0,4.8802661722047205,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1344,8.789065674665963,8.166791191902462,false,1.0,6.913094641947116,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1345,8.760012226090979,8.609331244755829,true,1.0,8.42969729791897,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1346,11.061173609645467,9.661606149259296,false,1.0,8.742193663731651,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1347,8.725252523955751,9.030355016372793,true,1.0,8.39317253689061,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1348,8.079214476202003,8.321497847602327,false,1.0,7.33504639568326,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1349,6.547221676870741,5.112717790942694,true,1.0,6.3469638608741885,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1350,4.925755713859493,-2.1728544949181043,false,1.0,5.3195099778240165,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1351,1.62221000642825,6.835101480849158,false,1.0,3.939117109985685,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1352,4.666569706804243,2.198201605253889,false,1.0,3.74110067391985,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1353,4.9732395874796556,4.303229102206454,false,1.0,3.4134026822915917,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1354,4.365708615794184,8.147795445832472,false,1.0,4.806734358135805,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1355,-2.540152025507015,4.654648211562397,false,1.0,0.9690794826059759,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1356,-0.3504104969478079,-0.46931021060940836,false,1.0,0.6927848952040885,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1357,1.9093594404339302,1.5367263127483812,true,1.0,1.733010665743906,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1358,0.4538141803306438,0.3811748031739436,true,1.0,0.14532575469387954,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1359,2.3230754222167036,1.44549186457657,false,1.0,1.3897834302272258,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1360,4.922557093786288,3.9174368737781005,false,1.0,1.5540918988624144,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1361,2.301848404126111,1.573908306123212,true,1.0,1.6708366919638349,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1362,1.0464146306810052,4.707140571678413,false,1.0,0.9588342860302961,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1363,2.188412692454042,0.3253237243564013,false,1.0,0.5140931937407629,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1364,7.87704054366171,4.327309921755074,false,1.0,3.1738856827701083,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1365,4.72000426116483,4.068572661824458,true,1.0,4.702072132518755,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1366,5.390745891889389,4.616261285411268,true,1.0,5.037422030028117,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1367,4.272644319143987,3.6860278488806926,false,1.0,4.037827446121522,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1368,4.164822758654706,8.248642551380764,false,1.0,6.429028098325489,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1369,4.614243351322878,7.805416199291626,false,1.0,4.74945788854388,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1370,4.231800193930862,3.4686691319557146,false,1.0,4.3867830629829605,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1371,7.787748037034435,3.755557478076883,false,1.0,5.6758920547135085,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1372,9.659478120914176,4.12424763943314,false,1.0,6.190459602215521,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1373,5.699948344386814,5.703196528825195,true,1.0,5.978046274548694,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1374,11.124055703073564,9.880699578150677,false,1.0,9.393786520425682,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1375,9.690282916969522,9.277887862005512,false,1.0,9.522932638262846,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1376,5.577482952798094,9.505911020309942,false,1.0,8.893180827828502,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1377,11.243168880410208,10.93067049699691,false,1.0,9.090040800009874,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1378,6.331589703567035,5.299515741221807,false,1.0,8.663579322280349,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1379,6.4443172101986645,7.025243585354826,true,1.0,7.4152713160480035,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1380,13.203681157046733,8.23744739048793,false,1.0,6.333086346016032,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1381,7.311266601290976,7.297064290522024,true,1.0,7.7022255759855,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1382,5.770383802550486,5.203892511784587,true,1.0,5.571568152608396,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1383,6.005389992831948,5.923605966512124,true,1.0,5.757387014891579,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1384,4.340449992836077,7.571895929892177,false,1.0,4.550308993227254,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1385,0.21383557222037508,1.3362994804414094,false,1.0,1.8884066632719465,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1386,0.14455498642378745,-0.017276738699514627,true,1.0,0.38150041744886853,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1387,-1.4187361055186787,-1.3450225912517588,true,1.0,-1.3315225040269296,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1388,1.2799735353308395,1.1072905825387762,true,1.0,1.1359023500012415,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1389,4.50696124084943,4.288175335843183,true,1.0,4.478901079631633,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1390,6.666979578820222,6.287823390702982,false,1.0,5.30572105601659,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1391,2.7706321230131974,2.4955790152762187,false,1.0,4.896355542283421,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1392,5.732513161634145,6.259816317218751,false,1.0,7.008413831515471,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1393,5.436790346235105,4.905625551867228,true,1.0,5.599163783119815,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1394,7.765194667689154,8.354398685603135,true,1.0,7.603983782854732,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1395,2.3228725581681116,4.514739341592633,false,1.0,4.385026038194887,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1396,2.066337850604922,5.546713044384854,false,1.0,2.9330141865820787,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1397,2.5817864601887317,0.8685273532243178,false,1.0,2.3439779466481876,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1398,3.9568113573339954,-1.165391197125409,false,1.0,1.839611460174122,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1399,-2.615629532522268,1.412723444742352,false,1.0,0.5915944344803752,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1400,-5.784250778893677,0.9054179385238238,false,1.0,-0.7546144764156395,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1401,2.640652402664638,1.8012468445151137,true,1.0,1.9833947299658128,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1402,2.2015402037213327,3.5102475180457375,false,1.0,3.782246104277242,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1403,4.2132701886338175,7.346488273176662,false,1.0,6.339899859618811,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1404,4.605427808493961,3.6726264647236806,false,1.0,6.248480392812575,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1405,1.7516113508283886,2.5031791210989853,true,1.0,1.782840288226975,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1406,2.71028489808331,-2.319359556007477,false,1.0,-0.5121609235768547,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1407,0.8840418633134425,0.4024472249862056,true,1.0,0.7798716285033074,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1408,5.6142563877652885,5.848025250378338,false,1.0,4.149726877363354,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1409,6.209011632660797,4.056612390181838,false,1.0,3.966235760096022,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1410,4.752180238574882,3.638026414035263,false,1.0,4.829212196067644,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1411,1.8299617743088874,1.8999490987266132,false,1.0,5.743565511220299,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1412,4.09805381620881,6.397664954291746,false,1.0,5.0450244409539025,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1413,7.846550433200992,0.643597560739197,false,1.0,5.3816524226356135,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1414,10.793595193693045,5.3935412518024215,false,1.0,7.02712008606386,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1415,5.394225710591368,10.071998112245291,false,1.0,9.638426881943646,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1416,9.177143316635332,10.026349687051308,false,1.0,10.74866063310257,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1417,7.643548809313144,12.476433673294247,false,1.0,11.133327094324144,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1418,12.171595909465639,15.605732568735721,false,1.0,13.236866042947998,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1419,12.142312625668898,10.460793212263539,false,1.0,11.563452142879473,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1420,12.962128813850576,13.260439965092518,true,1.0,12.95495676044125,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1421,14.313112616647604,12.26469847009729,false,1.0,11.597493066296845,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1422,13.61282292286222,13.797020934693364,false,1.0,14.004031839285743,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1423,20.934407317416085,15.58124132883589,false,1.0,16.87224290202919,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1424,17.908128414394056,15.877359088156505,false,1.0,14.755452300305585,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1425,16.64657925693208,14.855094863291571,false,1.0,14.536061271780834,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1426,18.41693724903311,17.68430892837601,false,1.0,18.070350859643142,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1427,18.95159175930548,20.438175901591094,true,1.0,19.734600368387,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1428,19.33859607640201,20.01121360670887,false,1.0,21.053204822143424,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1429,16.790815936699865,14.42713128478145,false,1.0,17.71159523969823,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1430,16.502707927663476,17.272629354968572,false,1.0,14.358589016180956,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1431,13.030051330737345,12.758650873758203,false,1.0,12.809185461694659,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1432,9.099099670503094,10.39965348709377,false,1.0,9.357062735396335,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1433,3.3199444954682162,2.8343444082087066,false,1.0,6.133755165237793,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1434,8.280339265555059,8.34499509485326,true,1.0,8.507840809118377,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1435,6.442786790748005,6.447000896733254,true,1.0,6.1644346646076,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1436,5.266826572903264,5.240505765646221,true,1.0,5.5662438004136385,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1437,0.6339444322268831,3.6624381049077037,false,1.0,4.626191792763138,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1438,6.307970513829549,6.360035188088998,true,1.0,6.326988015554308,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1439,5.868397572249095,5.309889188753529,false,1.0,6.430665323447656,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1440,4.751635809525209,6.473981008623353,false,1.0,5.469408710861333,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1441,3.0853731394319266,3.0425644900238344,true,1.0,3.1789334267460436,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1442,-1.773389143031222,0.9117430564228985,false,1.0,1.674299762589863,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1443,5.841621040805179,3.2824292333988137,false,1.0,2.315518550194751,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1444,-0.4760162513936754,2.8180345519624757,false,1.0,-1.566090308977408,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1445,-1.0938852435556194,1.9927808850373077,false,1.0,-1.0277543999179242,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1446,0.9729186601427272,-2.1267528032182508,false,1.0,-0.13290531131286343,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1447,-3.9271454434233704,-2.73052280417903,false,1.0,-0.20243318240253066,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1448,-2.2282431105460736,-0.1364773970009705,false,1.0,1.1636258137675421,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1449,1.8690829798019077,1.561876127921018,false,1.0,2.7539295757888045,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1450,4.689673643806632,5.225798131291532,true,1.0,5.058366618742515,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1451,2.231946942706024,3.2401200091062226,false,1.0,4.334856049769971,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1452,5.741622450465602,6.247560932628883,false,1.0,4.702111985085267,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1453,5.124953680651693,-0.10802651068620317,false,1.0,4.78908646679638,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1454,1.1391551812771472,5.161091817754806,false,1.0,5.124991015824735,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1455,6.388563349781301,5.862843218714092,true,1.0,5.842197880755278,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1456,7.8800524771345986,7.9878497314018135,true,1.0,7.37689791337993,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1457,5.855140676516588,6.722094908063623,false,1.0,5.425577002774091,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1458,7.745153847762042,8.083850283928085,true,1.0,8.052662887146964,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1459,4.935739477711391,5.621888619515161,false,1.0,5.09340610689396,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1460,4.161643650930858,7.464378349963885,false,1.0,4.08748332904257,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1461,2.5410426674567943,4.080077667801685,true,1.0,3.29939612829928,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1462,2.429769785552312,2.890380447725465,true,1.0,2.8989856951721498,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1463,0.4238183490619043,-1.091303893333007,false,1.0,-1.3123442417020135,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1464,-0.7397028914681394,-1.5498598458849173,true,1.0,-1.7920014236243678,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1465,-0.15030321248103717,1.3199336479949124,false,1.0,0.5416812482921227,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1466,1.3926643491619326,-0.18244735377428045,false,1.0,2.255856278937207,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1467,3.5225030544554006,4.097402813602858,true,1.0,4.124238754671858,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1468,6.323334125316049,5.4292118903879985,true,1.0,6.117330291954251,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1469,2.5722149931146463,2.3617579585426087,false,1.0,5.1373192828845005,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1470,6.935229237804257,6.274757540751464,false,1.0,5.347523955630904,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1471,3.4071500451918526,8.092712820730828,false,1.0,6.319717775876369,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1472,4.7722771486206135,5.816636605466231,false,1.0,4.330015340250069,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1473,2.7511931396681057,1.1992724547053388,false,1.0,1.4191121018878574,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1474,-2.2858540288289735,-2.106113491205285,false,1.0,0.7739525932865318,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1475,1.527212926281338,1.3756577883382015,false,1.0,-2.824576545740363,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1476,-11.196880333629597,-6.075137938982538,false,1.0,-6.252148238551803,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1477,-5.373378444754673,-5.813989686114912,true,1.0,-5.7724798309337055,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1478,-2.565125783113331,-0.28297715519073113,false,1.0,-4.13234267733969,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1479,0.29442204486191115,0.10060380125403018,true,1.0,0.4398550504109835,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1480,0.8220944060903398,0.8296210600597039,true,1.0,0.6984257089060852,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1481,2.730465135486391,4.870835153664375,false,1.0,2.2610001819525527,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1482,1.0862275486815767,0.3905246651992158,false,1.0,1.8350464799288975,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1483,-1.4731876644926398,-0.524491596108983,false,1.0,-0.49200286519607306,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1484,0.863472654763662,1.8623347874292602,true,1.0,1.084054826289289,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1485,0.13066107732982551,0.6330386265015432,true,1.0,-0.055461952273995196,0.3,2.0,0.5,1.0,-30.0,30.0,shared
1486,-3.1288745313997937,-5.471167811519409,false,1.0,-2.950752287951744,0.3,2.0,0.5,1.0,-30.0,30.0,shared
